Python  : 3.12.11
PyTorch : 2.8.0+cu128

Mon Mar 23 09:06:04 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.126.09             Driver Version: 580.126.09     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:00:05.0 Off |                    0 |
| N/A   33C    P0             57W /  400W |       6MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

  micro batch : 64 × 2048 = 131,072 tokens
  total batch : 524,288 tokens  (grad accum = 4)
  total steps : 1500
  warmup      : 100 steps  →  hold  →  linear warmdown
  optimizer   : Muon lr=0.02 wd=0.01  |  AdamW lr=0.006 wd=0.1

GPTConfig(vocab_size=50304, num_layers=12, num_heads=12, model_dim=768, max_seq_len=2048, logit_softcap=30.0)
params      : 123,568,128  (123.6M total, 84.9M non-embedding)
model vram  : 0.54 GB
compiling   : torch.compile(dynamic=True) ...
train data  : 5,000,000,000 tokens across 50 shards

  [step    0/1500]  loss=11.0148  |      9,201 tok/s  |  step_ms=56981  |  MFU=0.0%  |  mem=76.3GB  |  gnorm=6.971
  [step  716/1500]  loss=3.7694  |    202,153 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.477
  [step  717/1500]  loss=3.8128  |    201,842 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.471
  [step  718/1500]  loss=3.7719  |    202,247 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.468
  [step  719/1500]  loss=3.7371  |    202,200 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.473
  [step  720/1500]  loss=3.7715  |    203,300 tok/s  |  step_ms=2579  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.451
  [step  721/1500]  loss=3.7547  |    202,677 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.454
  [step  722/1500]  loss=3.7816  |    201,945 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.461
  [step  723/1500]  loss=3.7560  |    201,913 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.439
  [step  724/1500]  loss=3.7332  |    201,872 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.449
  [step  725/1500]  loss=3.7542  |    202,392 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.432
  [step  726/1500]  loss=3.7223  |    202,135 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.421
  [step  727/1500]  loss=3.7695  |    201,693 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.425
  [step  728/1500]  loss=3.7106  |    201,433 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.452
  [step  729/1500]  loss=3.7745  |    202,491 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.426
  [step  730/1500]  loss=3.7458  |    201,824 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.416
  [step  731/1500]  loss=3.7324  |    202,535 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.408
  [step  732/1500]  loss=3.7385  |    202,613 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.404
  [step  733/1500]  loss=3.7329  |    201,855 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.433
  [step  734/1500]  loss=3.7546  |    202,638 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.430
  [step  735/1500]  loss=3.7754  |    201,966 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.437
  [step  736/1500]  loss=3.7446  |    202,694 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.444
  [step  737/1500]  loss=3.7264  |    201,871 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.429
  [step  738/1500]  loss=3.7524  |    202,340 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.412
  [step  739/1500]  loss=3.7859  |    201,940 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.400
  [step  740/1500]  loss=3.7442  |    201,529 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.426
  [step  741/1500]  loss=3.7316  |    201,264 tok/s  |  step_ms=2605  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.443
  [step  742/1500]  loss=3.7288  |    202,148 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.440
  [step  743/1500]  loss=3.7526  |    202,342 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.405
  [step  744/1500]  loss=3.7569  |    201,987 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.397
  [step  745/1500]  loss=3.7190  |    202,605 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.396
  [step  746/1500]  loss=3.7019  |    201,764 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.392
  [step  747/1500]  loss=3.7441  |    202,821 tok/s  |  step_ms=2585  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.410
  [step  748/1500]  loss=3.7533  |    201,732 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.437
  [step  749/1500]  loss=3.7098  |    202,174 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.396
  [step  750/1500]  loss=3.6910  |    202,237 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.404
  [val   750/1500]  val_loss=3.7186  |  best=3.7186  |  avg_ms=2594
  [step  751/1500]  loss=3.6908  |    201,753 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.424
  [step  752/1500]  loss=3.7596  |    202,040 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.425
  [step  753/1500]  loss=3.6995  |    202,483 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.427
  [step  754/1500]  loss=3.7638  |    201,834 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.434
  [step  755/1500]  loss=3.7421  |    202,356 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.449
  [step  756/1500]  loss=3.7607  |    202,066 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.415
  [step  757/1500]  loss=3.7463  |    201,741 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.445
  [step  758/1500]  loss=3.7657  |    202,457 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.421
  [step  759/1500]  loss=3.7145  |    202,305 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.443
  [step  760/1500]  loss=3.7596  |    202,535 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.446
  [step  761/1500]  loss=3.7421  |    202,168 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.446
  [step  762/1500]  loss=3.7587  |    201,946 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.426
  [step  763/1500]  loss=3.7119  |    203,020 tok/s  |  step_ms=2582  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.422
  [step  764/1500]  loss=3.7239  |    202,259 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.411
  [step  765/1500]  loss=3.6812  |    202,062 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.395
  [step  766/1500]  loss=3.7568  |    201,973 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.406
  [step  767/1500]  loss=3.7515  |    201,817 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.448
  [step  768/1500]  loss=3.7108  |    201,665 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.417
  [step  769/1500]  loss=3.6774  |    201,856 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.420
  [step  770/1500]  loss=3.7425  |    202,399 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.448
  [step  771/1500]  loss=3.6980  |    202,176 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.429
  [step  772/1500]  loss=3.7535  |    201,805 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.421
  [step  773/1500]  loss=3.7164  |    202,268 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.412
  [step  774/1500]  loss=3.7100  |    201,752 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.391
  [step  775/1500]  loss=3.7502  |    201,797 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.385
  [step  776/1500]  loss=3.7137  |    202,719 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.379
  [step  777/1500]  loss=3.6870  |    202,518 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  778/1500]  loss=3.7466  |    202,650 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.418
  [step  779/1500]  loss=3.7339  |    201,855 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.433
  [step  780/1500]  loss=3.7079  |    201,946 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.422
  [step  781/1500]  loss=3.7411  |    202,190 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.427
  [step  782/1500]  loss=3.7412  |    201,772 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.411
  [step  783/1500]  loss=3.7760  |    201,888 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.426
  [step  784/1500]  loss=3.6974  |    202,357 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.428
  [step  785/1500]  loss=3.7363  |    202,056 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.431
  [step  786/1500]  loss=3.7187  |    202,142 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.434
  [step  787/1500]  loss=3.7254  |    201,805 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.421
  [step  788/1500]  loss=3.7286  |    202,068 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.410
  [step  789/1500]  loss=3.7067  |    202,166 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.417
  [step  790/1500]  loss=3.6785  |    202,186 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.400
  [step  791/1500]  loss=3.7298  |    201,314 tok/s  |  step_ms=2604  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  792/1500]  loss=3.6888  |    201,872 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.416
  [step  793/1500]  loss=3.7277  |    202,169 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.399
  [step  794/1500]  loss=3.7089  |    202,020 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.421
  [step  795/1500]  loss=3.6917  |    201,509 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.417
  [step  796/1500]  loss=3.7201  |    201,724 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.404
  [step  797/1500]  loss=3.7428  |    201,448 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.406
  [step  798/1500]  loss=3.7173  |    201,566 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.406
  [step  799/1500]  loss=3.6711  |    201,747 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.412
  [step  800/1500]  loss=3.7047  |    201,939 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.407
  [step  801/1500]  loss=3.7447  |    202,381 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.428
  [step  802/1500]  loss=3.7387  |    191,726 tok/s  |  step_ms=2735  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.432
  [step  803/1500]  loss=3.7189  |    202,192 tok/s  |  step_ms=2593  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.402
  [step  804/1500]  loss=3.6686  |    201,902 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.386
  [step  805/1500]  loss=3.6986  |    202,645 tok/s  |  step_ms=2587  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.387
  [step  806/1500]  loss=3.7208  |    202,085 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.380
  [step  807/1500]  loss=3.6967  |    202,126 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.407
  [step  808/1500]  loss=3.7305  |    202,719 tok/s  |  step_ms=2586  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.406
  [step  809/1500]  loss=3.7114  |    201,621 tok/s  |  step_ms=2600  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.399
  [step  810/1500]  loss=3.7082  |    202,772 tok/s  |  step_ms=2586  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.391
  [step  811/1500]  loss=3.6948  |    202,495 tok/s  |  step_ms=2589  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.368
  [step  812/1500]  loss=3.6909  |    202,778 tok/s  |  step_ms=2586  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.388
  [step  813/1500]  loss=3.6832  |    202,150 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.382
  [step  814/1500]  loss=3.7292  |    202,527 tok/s  |  step_ms=2589  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.368
  [step  815/1500]  loss=3.6878  |    202,371 tok/s  |  step_ms=2591  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.386
  [step  816/1500]  loss=3.7168  |    202,056 tok/s  |  step_ms=2595  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.391
  [step  817/1500]  loss=3.7001  |    201,804 tok/s  |  step_ms=2598  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.371
  [step  818/1500]  loss=3.6832  |    201,897 tok/s  |  step_ms=2597  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.389
  [step  819/1500]  loss=3.6889  |    202,148 tok/s  |  step_ms=2594  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.377
  [step  820/1500]  loss=3.6816  |    202,370 tok/s  |  step_ms=2591  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.372
  [step  821/1500]  loss=3.6744  |    202,599 tok/s  |  step_ms=2588  |  MFU=37.8%  |  mem=76.3GB  |  gnorm=0.392
  [step  822/1500]  loss=3.7149  |    201,929 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.437
  [step  823/1500]  loss=3.7082  |    202,031 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.434
  [step  824/1500]  loss=3.6907  |    201,773 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.429
  [step  825/1500]  loss=3.6746  |    202,314 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.405
  [step  826/1500]  loss=3.6804  |    201,743 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.419
  [step  827/1500]  loss=3.7159  |    202,474 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.404
  [step  828/1500]  loss=3.7019  |    202,741 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.383
  [step  829/1500]  loss=3.7025  |    202,088 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  830/1500]  loss=3.7198  |    202,131 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.365
  [step  831/1500]  loss=3.7143  |    201,803 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.391
  [step  832/1500]  loss=3.6907  |    202,418 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.388
  [step  833/1500]  loss=3.7165  |    201,975 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.383
  [step  834/1500]  loss=3.6303  |    202,494 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.379
  [step  835/1500]  loss=3.6741  |    202,257 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.391
  [step  836/1500]  loss=3.6714  |    202,373 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.380
  [step  837/1500]  loss=3.6931  |    202,016 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.394
  [step  838/1500]  loss=3.6704  |    201,908 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.387
  [step  839/1500]  loss=3.6525  |    202,702 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.400
  [step  840/1500]  loss=3.6698  |    202,281 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.363
  [step  841/1500]  loss=3.6983  |    202,697 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.371
  [step  842/1500]  loss=3.7186  |    201,831 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.371
  [step  843/1500]  loss=3.6859  |    202,722 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.349
  [step  844/1500]  loss=3.7068  |    202,503 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.388
  [step  845/1500]  loss=3.6279  |    202,335 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.402
  [step  846/1500]  loss=3.6626  |    202,358 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.380
  [step  847/1500]  loss=3.7280  |    201,991 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  848/1500]  loss=3.6799  |    202,562 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  849/1500]  loss=3.6583  |    202,096 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.387
  [step  850/1500]  loss=3.6906  |    202,020 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.394
  [step  851/1500]  loss=3.6987  |    201,394 tok/s  |  step_ms=2603  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.408
  [step  852/1500]  loss=3.6879  |    201,918 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.400
  [step  853/1500]  loss=3.6735  |    202,364 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.397
  [step  854/1500]  loss=3.6445  |    202,152 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.385
  [step  855/1500]  loss=3.6661  |    201,722 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.407
  [step  856/1500]  loss=3.6487  |    202,052 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.397
  [step  857/1500]  loss=3.7021  |    201,728 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.410
  [step  858/1500]  loss=3.6572  |    202,643 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.390
  [step  859/1500]  loss=3.6793  |    201,720 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.384
  [step  860/1500]  loss=3.6997  |    201,958 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.385
  [step  861/1500]  loss=3.6500  |    202,153 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.379
  [step  862/1500]  loss=3.7068  |    202,704 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.377
  [step  863/1500]  loss=3.7044  |    202,254 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.401
  [step  864/1500]  loss=3.6572  |    201,498 tok/s  |  step_ms=2602  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.403
  [step  865/1500]  loss=3.6707  |    202,537 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.372
  [step  866/1500]  loss=3.6519  |    202,118 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.373
  [step  867/1500]  loss=3.6523  |    201,743 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.364
  [step  868/1500]  loss=3.6692  |    202,550 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.357
  [step  869/1500]  loss=3.6873  |    202,690 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.352
  [step  870/1500]  loss=3.6763  |    202,402 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.375
  [step  871/1500]  loss=3.6663  |    201,771 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.383
  [step  872/1500]  loss=3.6447  |    201,896 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.393
  [step  873/1500]  loss=3.6823  |    202,295 tok/s  |  step_ms=2592  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.377
  [step  874/1500]  loss=3.7213  |    202,107 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.349
  [step  875/1500]  loss=3.6788  |    201,871 tok/s  |  step_ms=2597  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.333
  [val   875/1500]  val_loss=3.6484  |  best=3.6484  |  avg_ms=2594
  [step  876/1500]  loss=3.6651  |    201,698 tok/s  |  step_ms=2599  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.365
  [step  877/1500]  loss=3.6680  |    202,195 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.366
  [step  878/1500]  loss=3.6534  |    202,505 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.371
  [step  879/1500]  loss=3.6987  |    202,461 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.355
  [step  880/1500]  loss=3.6728  |    202,312 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.344
  [step  881/1500]  loss=3.6056  |    201,811 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.341
  [step  882/1500]  loss=3.6712  |    202,491 tok/s  |  step_ms=2589  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.344
  [step  883/1500]  loss=3.6932  |    202,036 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.382
  [step  884/1500]  loss=3.6766  |    202,599 tok/s  |  step_ms=2588  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.386
  [step  885/1500]  loss=3.6409  |    202,039 tok/s  |  step_ms=2595  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.392
  [step  886/1500]  loss=3.6355  |    201,595 tok/s  |  step_ms=2601  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.393
  [step  887/1500]  loss=3.6222  |    201,774 tok/s  |  step_ms=2598  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.375
  [step  888/1500]  loss=3.6934  |    202,152 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.367
  [step  889/1500]  loss=3.6470  |    202,658 tok/s  |  step_ms=2587  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.342
  [step  890/1500]  loss=3.6211  |    202,186 tok/s  |  step_ms=2593  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.350
  [step  891/1500]  loss=3.6331  |    201,974 tok/s  |  step_ms=2596  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.345
  [step  892/1500]  loss=3.6473  |    201,611 tok/s  |  step_ms=2600  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.361
  [step  893/1500]  loss=3.6935  |    202,150 tok/s  |  step_ms=2594  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.367
  [step  894/1500]  loss=3.6226  |    202,458 tok/s  |  step_ms=2590  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.370
  [step  895/1500]  loss=3.6808  |    202,312 tok/s  |  step_ms=2591  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.373
  [step  896/1500]  loss=3.6417  |    202,776 tok/s  |  step_ms=2586  |  MFU=37.9%  |  mem=76.3GB  |  gnorm=0.350
